cc_capital-city,cc_street-code,cc_Box-Code,area,area-href,area_list,area_list-href,suburblist,suburblist-href,s_location,s_streetcode,s_boxcode,s_area,s_municipality,s_province,s_capitalcity,s_country
"Nelspruit","1201","1200","Ehlanzeni","http://postalcodez.co.za/postalcodes/mp/ehlanzeni","Nelspruit","http://postalcodez.co.za/postalcodes/mp/ehlanzeni/nelspruit","Mbombela","http://mbombela.postalcodez.co.za/postalcode/mp/ehlanzeni/nelspruit/mbombela","Location: Mbombela","1201","1200","Nelspruit","Ehlanzeni","Mpumalanga","MP Capital City:Nelspruit","South Africa"
"Nelspruit","1201","1200","Ehlanzeni","http://postalcodez.co.za/postalcodes/mp/ehlanzeni","Nelspruit","http://postalcodez.co.za/postalcodes/mp/ehlanzeni/nelspruit","Mbombela Ext 10","http://mbombela-ext-10.postalcodez.co.za/postalcode/mp/ehlanzeni/nelspruit/mbombela-ext-10","Location: Mbombela Ext 10","1201","-------","Nelspruit","Ehlanzeni","Mpumalanga","MP Capital City:Nelspruit","South Africa"
"Nelspruit","1201","1200","Nkangala","http://postalcodez.co.za/postalcodes/mp/nkangala","Witbank","http://postalcodez.co.za/postalcodes/mp/nkangala/witbank","Eden Park","http://eden-park.postalcodez.co.za/postalcode/mp/nkangala/witbank/eden-park","Location: Eden Park","1034","-------","Witbank","Nkangala","Mpumalanga","MP Capital City:Nelspruit","South Africa"
"Nelspruit","1201","1200","Nkangala","http://postalcodez.co.za/postalcodes/mp/nkangala","Witbank","http://postalcodez.co.za/postalcodes/mp/nkangala/witbank","Phokoane","http://phokoane.postalcodez.co.za/postalcode/mp/nkangala/witbank/phokoane","Location: Phokoane","-------","1077","Witbank","Nkangala","Mpumalanga","MP Capital City:Nelspruit","South Africa"
"Nelspruit","1201","1200","Ehlanzeni","http://postalcodez.co.za/postalcodes/mp/ehlanzeni","White River","http://postalcodez.co.za/postalcodes/mp/ehlanzeni/white-river","White River Ext 14","http://white-river-ext-14.postalcodez.co.za/postalcode/mp/ehlanzeni/white-river/white-river-ext-14","Location: White River Ext 14","1240","1240","White River","Ehlanzeni","Mpumalanga","MP Capital City:Nelspruit","South Africa"
"Nelspruit","1201","1200","Gert Sibande","http://postalcodez.co.za/postalcodes/mp/gert-sibande","Embalenhle","http://postalcodez.co.za/postalcodes/mp/gert-sibande/embalenhle","Embalenhle Uit 4","http://embalenhle-uit-4.postalcodez.co.za/postalcode/mp/gert-sibande/embalenhle/embalenhle-uit-4","Location: Embalenhle Uit 14","2285","2285","Embalenhle","Gert Sibande","Mpumalanga","MP Capital City:Nelspruit","South Africa"
"Nelspruit","1201","1200","Nkangala","http://postalcodez.co.za/postalcodes/mp/nkangala","Witbank","http://postalcodez.co.za/postalcodes/mp/nkangala/witbank","Reynorif","http://reynorif.postalcodez.co.za/postalcode/mp/nkangala/witbank/reynorif","Location: Reynorif","1049","1049","Witbank","Nkangala","Mpumalanga","MP Capital City:Nelspruit","South Africa"
"Nelspruit","1201","1200","Gert Sibande","http://postalcodez.co.za/postalcodes/mp/gert-sibande","Dundonald","http://postalcodez.co.za/postalcodes/mp/gert-sibande/dundonald","Dundonald Uit 2","http://dundonald-uit-2.postalcodez.co.za/postalcode/mp/gert-sibande/dundonald/dundonald-uit-2","Location: Dundonald Uit 2","2336","-------","Dundonald","Gert Sibande","Mpumalanga","MP Capital City:Nelspruit","South Africa"
"Nelspruit","1201","1200","Ehlanzeni","http://postalcodez.co.za/postalcodes/mp/ehlanzeni","Nelspruit","http://postalcodez.co.za/postalcodes/mp/ehlanzeni/nelspruit","West Acres Uit 13","http://west-acres-uit-13.postalcodez.co.za/postalcode/mp/ehlanzeni/nelspruit/west-acres-uit-13","Location: West Acres Uit 13","1201","1200","Nelspruit","Ehlanzeni","Mpumalanga","MP Capital City:Nelspruit","South Africa"
"Nelspruit","1201","1200","Ehlanzeni","http://postalcodez.co.za/postalcodes/mp/ehlanzeni","Kuli","http://postalcodez.co.za/postalcodes/mp/ehlanzeni/kuli","Kuli","http://kuli.postalcodez.co.za/postalcode/mp/ehlanzeni/kuli/kuli","Location: Kuli","-------","0458","Kuli","Ehlanzeni","Mpumalanga","MP Capital City:Nelspruit","South Africa"
"Nelspruit","1201","1200","Gert Sibande","http://postalcodez.co.za/postalcodes/mp/gert-sibande","Ermelo","http://postalcodez.co.za/postalcodes/mp/gert-sibande/ermelo","Tembisa","http://tembisa.postalcodez.co.za/postalcode/mp/gert-sibande/ermelo/tembisa","Location: Tembisa","2351","-------","Ermelo","Gert Sibande","Mpumalanga","MP Capital City:Nelspruit","South Africa"
"Nelspruit","1201","1200","Nkangala","http://postalcodez.co.za/postalcodes/mp/nkangala","Witbank","http://postalcodez.co.za/postalcodes/mp/nkangala/witbank","Del Judor","http://del-judor.postalcodez.co.za/postalcode/mp/nkangala/witbank/del-judor","Location: Del Judor","1034","1044","Witbank","Nkangala","Mpumalanga","MP Capital City:Nelspruit","South Africa"
"Nelspruit","1201","1200","Nkangala","http://postalcodez.co.za/postalcodes/mp/nkangala","Delmas","http://postalcodez.co.za/postalcodes/mp/nkangala/delmas","Botleng Ext 2","http://botleng-ext-2.postalcodez.co.za/postalcode/mp/nkangala/delmas/botleng-ext-2","Location: Botleng Ext 2","-------","2210","Delmas","Nkangala","Mpumalanga","MP Capital City:Nelspruit","South Africa"
"Nelspruit","1201","1200","Nkangala","http://postalcodez.co.za/postalcodes/mp/nkangala","Middelburg","http://postalcodez.co.za/postalcodes/mp/nkangala/middelburg","Mhluzi Ext 1","http://mhluzi-ext-1.postalcodez.co.za/postalcode/mp/nkangala/middelburg/mhluzi-ext-1","Location: Mhluzi Ext 1","1055","-------","Middelburg","Nkangala","Mpumalanga","MP Capital City:Nelspruit","South Africa"
"Nelspruit","1201","1200","Ehlanzeni","http://postalcodez.co.za/postalcodes/mp/ehlanzeni","White River","http://postalcodez.co.za/postalcodes/mp/ehlanzeni/white-river","Witrivier Uit 3","http://witrivier-uit-3.postalcodez.co.za/postalcode/mp/ehlanzeni/white-river/witrivier-uit-3","Location: Witrivier Uit 13","1240","1240","White River","Ehlanzeni","Mpumalanga","MP Capital City:Nelspruit","South Africa"
"Nelspruit","1201","1200","Nkangala","http://postalcodez.co.za/postalcodes/mp/nkangala","Witbank","http://postalcodez.co.za/postalcodes/mp/nkangala/witbank","Emalahleni Ext 1","http://emalahleni-ext-1.postalcodez.co.za/postalcode/mp/nkangala/witbank/emalahleni-ext-1","Location: Emalahleni Ext 1","1034","-------","Witbank","Nkangala","Mpumalanga","MP Capital City:Nelspruit","South Africa"
"Nelspruit","1201","1200","Gert Sibande","http://postalcodez.co.za/postalcodes/mp/gert-sibande","Standerton","http://postalcodez.co.za/postalcodes/mp/gert-sibande/standerton","Sakhile","http://sakhile.postalcodez.co.za/postalcode/mp/gert-sibande/standerton/sakhile","Location: Sakhile","2431","2431","Standerton","Gert Sibande","Mpumalanga","MP Capital City:Nelspruit","South Africa"
