cc_capital-city;cc_street-code;cc_Box-Code;area;area-href;area_list;area_list-href;suburblist;suburblist-href;s_location;s_streetcode;s_boxcode;s_area;s_municipality;s_province;s_capitalcity;s_country
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Waterkloof;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/waterkloof;De Beers;http://de-beers.postalcodez.co.za/postalcode/gp/city-of-tshwane/waterkloof/de-beers;Location: De Beers;181;-------;Waterkloof;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Pretoria;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/pretoria;Pretoria Stadsraad;http://pretoria-stadsraad.postalcodez.co.za/postalcode/gp/city-of-tshwane/pretoria/pretoria-stadsraad;Location: Pretoria Stadsraad;-------;4;Pretoria;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Pretoria;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/pretoria;Willow Park Manor;http://willow-park-manor.postalcodez.co.za/postalcode/gp/city-of-tshwane/pretoria/willow-park-manor;Location: Willow Park Manor;184;-------;Pretoria;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Mamelodi;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/mamelodi;Mamelodi East Ext 2;http://mamelodi-east-ext-2.postalcodez.co.za/postalcode/gp/city-of-tshwane/mamelodi/mamelodi-east-ext-2;Location: Mamelodi East Ext 12;122;112;Mamelodi;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Soshanguve;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/soshanguve;Soshanguve Block L/Kk;http://soshanguve-block-l-kk.postalcodez.co.za/postalcode/gp/city-of-tshwane/soshanguve/soshanguve-block-l-kk;Location: Soshanguve Block L/Kk;152;164;Soshanguve;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Wierdapark;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/wierdapark;Celtisdal Uit;http://celtisdal-uit.postalcodez.co.za/postalcode/gp/city-of-tshwane/wierdapark/celtisdal-uit;Location: Celtisdal Uit;157;-------;Wierdapark;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Mamelodi;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/mamelodi;Mamelodi-Oos Uit 6;http://mamelodi-oos-uit-6.postalcodez.co.za/postalcode/gp/city-of-tshwane/mamelodi/mamelodi-oos-uit-6;Location: Mamelodi-Oos Uit 6;122;-------;Mamelodi;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Silverton;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/silverton;Silverton Ext 4;http://silverton-ext-4.postalcodez.co.za/postalcode/gp/city-of-tshwane/silverton/silverton-ext-4;Location: Silverton Ext 4;184;-------;Silverton;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;Pretoria North;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/pretoria-north;Dorandia Ext 1;http://dorandia-ext-1.postalcodez.co.za/postalcode/gp/city-of-tshwane/pretoria-north/dorandia-ext-1;Location: Dorandia Ext 1;182;188;Pretoria North;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
Johannesburg;2001;2000;City of Tshwane;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane;The Reeds;http://postalcodez.co.za/postalcodes/gp/city-of-tshwane/the-reeds;The Reeds Ext 9;http://the-reeds-ext-9.postalcodez.co.za/postalcode/gp/city-of-tshwane/the-reeds/the-reeds-ext-9;Location: The Reeds Ext 19;157;158;The Reeds;City of Tshwane;Gauteng;GP Capital City:Johannesburg;South Africa
