province;province-href;cc_capital-city;cc_street-code;cc_Box-Code;area;area-href;area_list;area_list-href;suburblist;suburblist-href;s_location;s_streetcode;s_boxcode;s_area;s_municipality;s_province;s_capitalcity;s_country
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;Cassandra;http://cassandra.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/cassandra;Location: Cassandra;8301;-------;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Siyanda;http://postalcodez.co.za/postalcodes/nc/siyanda;Upington;http://postalcodez.co.za/postalcodes/nc/siyanda/upington;Riverside Ext 12;http://riverside-ext-12.postalcodez.co.za/postalcode/nc/siyanda/upington/riverside-ext-12;Location: Riverside Ext 12;8801;8800;Upington;Siyanda;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Mankurwane;http://postalcodez.co.za/postalcodes/nc/frances-baard/mankurwane;Ipeleng;http://ipeleng.postalcodez.co.za/postalcode/nc/frances-baard/mankurwane/ipeleng;Location: Ipeleng;8345;-------;Mankurwane;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Mankurwane;http://postalcodez.co.za/postalcodes/nc/frances-baard/mankurwane;John Daka;http://john-daka.postalcodez.co.za/postalcode/nc/frances-baard/mankurwane/john-daka;Location: John Daka;8345;-------;Mankurwane;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Mankurwane;http://postalcodez.co.za/postalcodes/nc/frances-baard/mankurwane;Club 2000;http://club-2000.postalcodez.co.za/postalcode/nc/frances-baard/mankurwane/club-2000;null;null;null;null;null;null;null;null
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Siyanda;http://postalcodez.co.za/postalcodes/nc/siyanda;Upington;http://postalcodez.co.za/postalcodes/nc/siyanda/upington;Hillside Ext 42;http://hillside-ext-42.postalcodez.co.za/postalcode/nc/siyanda/upington/hillside-ext-42;Location: Hillside Ext 42;8801;-------;Upington;Siyanda;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;Kimberley;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/kimberley;Salt Lake;http://salt-lake.postalcodez.co.za/postalcode/nc/pixley-ka-seme/kimberley/salt-lake;Location: Salt Lake;-------;8731;Kimberley;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Kgalagadi;http://postalcodez.co.za/postalcodes/nc/kgalagadi;Olifantshoek;http://postalcodez.co.za/postalcodes/nc/kgalagadi/olifantshoek;Plakkerskamp;http://plakkerskamp.postalcodez.co.za/postalcode/nc/kgalagadi/olifantshoek/plakkerskamp;Location: Plakkerskamp;8450;-------;Olifantshoek;Kgalagadi;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Warrenton;http://postalcodez.co.za/postalcodes/nc/frances-baard/warrenton;Warrenton;http://warrenton.postalcodez.co.za/postalcode/nc/frances-baard/warrenton/warrenton;Location: Warrenton;-------;8530;Warrenton;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Siyanda;http://postalcodez.co.za/postalcodes/nc/siyanda;Upington;http://postalcodez.co.za/postalcodes/nc/siyanda/upington;Upington Uit 12;http://upington-uit-12.postalcodez.co.za/postalcode/nc/siyanda/upington/upington-uit-12;Location: Upington Uit 12;8801;-------;Upington;Siyanda;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;Hopetown;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/hopetown;Grootwater;http://grootwater.postalcodez.co.za/postalcode/nc/pixley-ka-seme/hopetown/grootwater;Location: Grootwater;-------;8751;Hopetown;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;De Aar;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/de-aar;De Aar;http://de-aar.postalcodez.co.za/postalcode/nc/pixley-ka-seme/de-aar/de-aar;Location: De Aar;7000;7000;De Aar;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Mankurwane;http://postalcodez.co.za/postalcodes/nc/frances-baard/mankurwane;Mankurwane Fase 1;http://mankurwane-fase-1.postalcodez.co.za/postalcode/nc/frances-baard/mankurwane/mankurwane-fase-1;Location: Mankurwane Fase 1;8345;-------;Mankurwane;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Namakwa;http://postalcodez.co.za/postalcodes/nc/namakwa;Springbok;http://postalcodez.co.za/postalcodes/nc/namakwa/springbok;Buffels River;http://buffels-river.postalcodez.co.za/postalcode/nc/namakwa/springbok/buffels-river;Location: Buffels River;-------;8251;Springbok;Namakwa;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Kgalagadi;http://postalcodez.co.za/postalcodes/nc/kgalagadi;Ga-Sehunelo;http://postalcodez.co.za/postalcodes/nc/kgalagadi/ga-sehunelo;Codesa 1;http://codesa-1.postalcodez.co.za/postalcode/nc/kgalagadi/ga-sehunelo/codesa-1;Location: Codesa 1;9323;-------;Ga-Sehunelo;Kgalagadi;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;De Aar;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/de-aar;Nonzwakazi;http://nonzwakazi.postalcodez.co.za/postalcode/nc/pixley-ka-seme/de-aar/nonzwakazi;Location: Nonzwakazi;7000;-------;De Aar;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Mankurwane;http://postalcodez.co.za/postalcodes/nc/frances-baard/mankurwane;Phuthanang;http://phuthanang.postalcodez.co.za/postalcode/nc/frances-baard/mankurwane/phuthanang;Location: Phuthanang;8345;8345;Mankurwane;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Namakwa;http://postalcodez.co.za/postalcodes/nc/namakwa;Springbok;http://postalcodez.co.za/postalcodes/nc/namakwa/springbok;Kleinsee;http://kleinsee.postalcodez.co.za/postalcode/nc/namakwa/springbok/kleinsee;Location: Kleinsee;-------;8282;Springbok;Namakwa;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Siyanda;http://postalcodez.co.za/postalcodes/nc/siyanda;Upington;http://postalcodez.co.za/postalcodes/nc/siyanda/upington;Hillside;http://hillside.postalcodez.co.za/postalcode/nc/siyanda/upington/hillside;Location: Hillside;-------;8801;Upington;Siyanda;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Namakwa;http://postalcodez.co.za/postalcodes/nc/namakwa;Springbok;http://postalcodez.co.za/postalcodes/nc/namakwa/springbok;Carolusberg;http://carolusberg.postalcodez.co.za/postalcode/nc/namakwa/springbok/carolusberg;Location: Carolusberg;-------;8247;Springbok;Namakwa;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;Holpan;http://holpan.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/holpan;Location: Holpan;-------;8505;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Siyanda;http://postalcodez.co.za/postalcodes/nc/siyanda;Keimoes;http://postalcodez.co.za/postalcodes/nc/siyanda/keimoes;Keimoes Uit 6;http://keimoes-uit-6.postalcodez.co.za/postalcode/nc/siyanda/keimoes/keimoes-uit-6;Location: Keimoes Uit 6;8860;-------;Keimoes;Siyanda;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;Richmond;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/richmond;Sabelo;http://sabelo.postalcodez.co.za/postalcode/nc/pixley-ka-seme/richmond/sabelo;Location: Sabelo;-------;7090;Richmond;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Jan Kempdorp;http://postalcodez.co.za/postalcodes/nc/frances-baard/jan-kempdorp;Jan Kempdorp;http://jan-kempdorp.postalcodez.co.za/postalcode/nc/frances-baard/jan-kempdorp/jan-kempdorp;Location: Jan Kempdorp;-------;8550;Jan Kempdorp;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Siyanda;http://postalcodez.co.za/postalcodes/nc/siyanda;Upington;http://postalcodez.co.za/postalcodes/nc/siyanda/upington;Upington Ext 41;http://upington-ext-41.postalcodez.co.za/postalcode/nc/siyanda/upington/upington-ext-41;Location: Upington Ext 41;8801;-------;Upington;Siyanda;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;Carnarvon;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/carnarvon;Carnarvon;http://carnarvon.postalcodez.co.za/postalcode/nc/pixley-ka-seme/carnarvon/carnarvon;Location: Carnarvon;8925;8925;Carnarvon;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;Loxton;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/loxton;Loxton;http://loxton.postalcodez.co.za/postalcode/nc/pixley-ka-seme/loxton/loxton;Location: Loxton;-------;6985;Loxton;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Kgalagadi;http://postalcodez.co.za/postalcodes/nc/kgalagadi;Ga-Sehunelo;http://postalcodez.co.za/postalcodes/nc/kgalagadi/ga-sehunelo;Lusaka;http://lusaka.postalcodez.co.za/postalcode/nc/kgalagadi/ga-sehunelo/lusaka;Location: Lusaka;9323;-------;Ga-Sehunelo;Kgalagadi;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;Robsonvale;http://robsonvale.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/robsonvale;Location: Robsonvale;8301;-------;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;Philipstown;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/philipstown;Philipstown;http://philipstown.postalcodez.co.za/postalcode/nc/pixley-ka-seme/philipstown/philipstown;Location: Philipstown;8795;8795;Philipstown;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;De Aar;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/de-aar;Montana;http://montana.postalcodez.co.za/postalcode/nc/pixley-ka-seme/de-aar/montana;Location: Montana;7000;-------;De Aar;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Siyanda;http://postalcodez.co.za/postalcodes/nc/siyanda;Groblershoop;http://postalcodez.co.za/postalcodes/nc/siyanda/groblershoop;Opwag;http://opwag.postalcodez.co.za/postalcode/nc/siyanda/groblershoop/opwag;Location: Opwag;-------;8851;Groblershoop;Siyanda;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;De Aar;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/de-aar;Vosburg;http://vosburg.postalcodez.co.za/postalcode/nc/pixley-ka-seme/de-aar/vosburg;Location: Vosburg;8780;8780;De Aar;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Jan Kempdorp;http://postalcodez.co.za/postalcodes/nc/frances-baard/jan-kempdorp;Bull Hill;http://bull-hill.postalcodez.co.za/postalcode/nc/frances-baard/jan-kempdorp/bull-hill;Location: Bull Hill;-------;8535;Jan Kempdorp;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Mankurwane;http://postalcodez.co.za/postalcodes/nc/frances-baard/mankurwane;Minerva Tuine;http://minerva-tuine.postalcodez.co.za/postalcode/nc/frances-baard/mankurwane/minerva-tuine;Location: Minerva Tuine;8301;-------;Mankurwane;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;Rhodesdene;http://rhodesdene.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/rhodesdene;Location: Rhodesdene;8301;-------;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Galeshewe;http://postalcodez.co.za/postalcodes/nc/frances-baard/galeshewe;Kimberley Location;http://kimberley-location.postalcodez.co.za/postalcode/nc/frances-baard/galeshewe/kimberley-location;Location: Kimberley Location;8330;-------;Galeshewe;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Siyanda;http://postalcodez.co.za/postalcodes/nc/siyanda;Upington;http://postalcodez.co.za/postalcodes/nc/siyanda/upington;Keide Bees;http://keide-bees.postalcodez.co.za/postalcode/nc/siyanda/upington/keide-bees;Location: Keide Bees;8801;8800;Upington;Siyanda;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;Victoria West;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/victoria-west;Masinyasana;http://masinyasana.postalcodez.co.za/postalcode/nc/pixley-ka-seme/victoria-west/masinyasana;Location: Masinyasana;-------;7070;Victoria West;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;Petrusville;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/petrusville;Thembinkosi;http://thembinkosi.postalcodez.co.za/postalcode/nc/pixley-ka-seme/petrusville/thembinkosi;Location: Thembinkosi;-------;8770;Petrusville;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;West End;http://west-end.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/west-end;Location: West End;8301;-------;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Siyanda;http://postalcodez.co.za/postalcodes/nc/siyanda;Upington;http://postalcodez.co.za/postalcodes/nc/siyanda/upington;Progress;http://progress.postalcodez.co.za/postalcode/nc/siyanda/upington/progress;Location: Progress;8801;-------;Upington;Siyanda;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Siyanda;http://postalcodez.co.za/postalcodes/nc/siyanda;Keimoes;http://postalcodez.co.za/postalcodes/nc/siyanda/keimoes;Akasia Park;http://akasia-park.postalcodez.co.za/postalcode/nc/siyanda/keimoes/akasia-park;Location: Akasia Park;8660;-------;Keimoes;Siyanda;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Ritchie;http://postalcodez.co.za/postalcodes/nc/frances-baard/ritchie;Rietvale;http://rietvale.postalcodez.co.za/postalcode/nc/frances-baard/ritchie/rietvale;Location: Rietvale;8701;8701;Ritchie;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;Hanover;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/hanover;Kwezi;http://kwezi.postalcodez.co.za/postalcode/nc/pixley-ka-seme/hanover/kwezi;Location: Kwezi;-------;7005;Hanover;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;Greenside;http://greenside.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/greenside;Location: Greenside;8301;-------;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;Riverton;http://riverton.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/riverton;Location: Riverton;8300;-------;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Namakwa;http://postalcodez.co.za/postalcodes/nc/namakwa;Garies;http://postalcodez.co.za/postalcodes/nc/namakwa/garies;Paulshoek;http://paulshoek.postalcodez.co.za/postalcode/nc/namakwa/garies/paulshoek;Location: Paulshoek;-------;8221;Garies;Namakwa;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;Kenilworth;http://kenilworth.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/kenilworth;Location: Kenilworth;8301;-------;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;Colesberg;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/colesberg;Kuyasa;http://kuyasa.postalcodez.co.za/postalcode/nc/pixley-ka-seme/colesberg/kuyasa;Location: Kuyasa;9795;9795;Colesberg;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Siyanda;http://postalcodez.co.za/postalcodes/nc/siyanda;Upington;http://postalcodez.co.za/postalcodes/nc/siyanda/upington;Florapark Uit 36;http://florapark-uit-36.postalcodez.co.za/postalcode/nc/siyanda/upington/florapark-uit-36;Location: Florapark Uit 36;8801;8801;Upington;Siyanda;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;South Ridge;http://south-ridge.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/south-ridge;Location: South Ridge;8301;-------;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;Electrapark;http://electrapark.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/electrapark;Location: Electrapark;8301;-------;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;De Aar;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/de-aar;De Aar Ext 7;http://de-aar-ext-7.postalcodez.co.za/postalcode/nc/pixley-ka-seme/de-aar/de-aar-ext-7;Location: De Aar Ext 7;7000;-------;De Aar;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Siyanda;http://postalcodez.co.za/postalcodes/nc/siyanda;Upington;http://postalcodez.co.za/postalcodes/nc/siyanda/upington;Flora Park Ext 36;http://flora-park-ext-36.postalcodez.co.za/postalcode/nc/siyanda/upington/flora-park-ext-36;Location: Flora Park Ext 36;8801;8801;Upington;Siyanda;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;Kimberley North;http://kimberley-north.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/kimberley-north;Location: Kimberley North;8301;-------;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Jan Kempdorp;http://postalcodez.co.za/postalcodes/nc/frances-baard/jan-kempdorp;Andalusia Park;http://andalusia-park.postalcodez.co.za/postalcode/nc/frances-baard/jan-kempdorp/andalusia-park;Location: Andalusia Park;8550;8550;Jan Kempdorp;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;Hillcrest;http://hillcrest.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/hillcrest;Location: Hillcrest;8301;-------;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Kimberley;http://postalcodez.co.za/postalcodes/nc/frances-baard/kimberley;Herlear;http://herlear.postalcodez.co.za/postalcode/nc/frances-baard/kimberley/herlear;Location: Herlear;8301;-------;Kimberley;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Kgalagadi;http://postalcodez.co.za/postalcodes/nc/kgalagadi;Hotazel;http://postalcodez.co.za/postalcodes/nc/kgalagadi/hotazel;Van Zylsrus;http://van-zylsrus.postalcodez.co.za/postalcode/nc/kgalagadi/hotazel/van-zylsrus;Location: Van Zylsrus;-------;8467;Hotazel;Kgalagadi;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;Hopetown;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/hopetown;Orange River;http://orange-river.postalcodez.co.za/postalcode/nc/pixley-ka-seme/hopetown/orange-river;Location: Orange River;-------;8751;Hopetown;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Pixley ka Seme;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme;Noupoort;http://postalcodez.co.za/postalcodes/nc/pixley-ka-seme/noupoort;Moreson;http://moreson.postalcodez.co.za/postalcode/nc/pixley-ka-seme/noupoort/moreson;Location: Moreson;5950;-------;Noupoort;Pixley ka Seme;Northern Cape;NC Capital City:Kimberley;South Africa
Northern Cape;http://postalcodez.co.za/postalcodes/nc;Kimberley;8301;8301;Frances Baard;http://postalcodez.co.za/postalcodes/nc/frances-baard;Petrusville;http://postalcodez.co.za/postalcodes/nc/frances-baard/petrusville;Greenpoint;http://greenpoint.postalcodez.co.za/postalcode/nc/frances-baard/petrusville/greenpoint;Location: Greenpoint;8770;-------;Petrusville;Frances Baard;Northern Cape;NC Capital City:Kimberley;South Africa
