cc_capital-city,cc_street-code,cc_Box-Code,area,area-href,area_list,area_list-href,suburblist,suburblist-href,s_location,s_streetcode,s_boxcode,s_area,s_municipality,s_province,s_capitalcity,s_country
"Bhisho","5605","5605","Chris Hani","http://postalcodez.co.za/postalcodes/ec/chris-hani","Cofimvaba","http://postalcodez.co.za/postalcodes/ec/chris-hani/cofimvaba","Qombolo","http://qombolo.postalcodez.co.za/postalcode/ec/chris-hani/cofimvaba/qombolo","Location: Qombolo","5382","5382","Cofimvaba","Chris Hani","Eastern Cape","EC Capital City:Bhisho","South Africa"
"Bhisho","5605","5605","Cacadu","http://postalcodez.co.za/postalcodes/ec/cacadu","Port Elizabeth","http://postalcodez.co.za/postalcodes/ec/cacadu/port-elizabeth","Tsitsikamma","http://tsitsikamma.postalcodez.co.za/postalcode/ec/cacadu/port-elizabeth/tsitsikamma","Location: Tsitsikamma","-------","6309","Port Elizabeth","Cacadu","Eastern Cape","EC Capital City:Bhisho","South Africa"
"Bhisho","5605","5605","Cacadu","http://postalcodez.co.za/postalcodes/ec/cacadu","Addo","http://postalcodez.co.za/postalcodes/ec/cacadu/addo","Zwelitsha","http://zwelitsha.postalcodez.co.za/postalcode/ec/cacadu/addo/zwelitsha","Location: Zwelitsha","-------","6105","Addo","Cacadu","Eastern Cape","EC Capital City:Bhisho","South Africa"
"Bhisho","5605","5605","Amatole","http://postalcodez.co.za/postalcodes/ec/amatole","Keiskammahoek","http://postalcodez.co.za/postalcodes/ec/amatole/keiskammahoek","St Matthews","http://st-matthews.postalcodez.co.za/postalcode/ec/amatole/keiskammahoek/st-matthews","Location: St Matthews","-------","5680","Keiskammahoek","Amatole","Eastern Cape","EC Capital City:Bhisho","South Africa"
"Bhisho","5605","5605","Chris Hani","http://postalcodez.co.za/postalcodes/ec/chris-hani","Lady Frere","http://postalcodez.co.za/postalcodes/ec/chris-hani/lady-frere","Kavala","http://kavala.postalcodez.co.za/postalcode/ec/chris-hani/lady-frere/kavala","Location: Kavala","-------","5410","Lady Frere","Chris Hani","Eastern Cape","EC Capital City:Bhisho","South Africa"
"Bhisho","5605","5605","OR Thambo","http://postalcodez.co.za/postalcodes/ec/or-thambo","Lusikisiki","http://postalcodez.co.za/postalcodes/ec/or-thambo/lusikisiki","Mhlabobomvu","http://mhlabobomvu.postalcodez.co.za/postalcode/ec/or-thambo/lusikisiki/mhlabobomvu","Location: Mhlabobomvu","-------","4820","Lusikisiki","OR Thambo","Eastern Cape","EC Capital City:Bhisho","South Africa"
"Bhisho","5605","5605","Chris Hani","http://postalcodez.co.za/postalcodes/ec/chris-hani","Tsomo","http://postalcodez.co.za/postalcodes/ec/chris-hani/tsomo","Hange","http://hange.postalcodez.co.za/postalcode/ec/chris-hani/tsomo/hange","Location: Hange","-------","5400","Tsomo","Chris Hani","Eastern Cape","EC Capital City:Bhisho","South Africa"
"Bhisho","5605","5605","Cacadu","http://postalcodez.co.za/postalcodes/ec/cacadu","Graaff-Reinet","http://postalcodez.co.za/postalcodes/ec/cacadu/graaff-reinet","Neuw Lokasie","http://neuw-lokasie.postalcodez.co.za/postalcode/ec/cacadu/graaff-reinet/neuw-lokasie","Location: Neuw Lokasie","-------","6280","Graaff-Reinet","Cacadu","Eastern Cape","EC Capital City:Bhisho","South Africa"
"Bhisho","5605","5605","Nelson Mandela Bay","http://postalcodez.co.za/postalcodes/ec/nelson-mandela-bay","Zwide","http://postalcodez.co.za/postalcodes/ec/nelson-mandela-bay/zwide","Kwadwesi Ext","http://kwadwesi-ext.postalcodez.co.za/postalcode/ec/nelson-mandela-bay/zwide/kwadwesi-ext","Location: Kwadwesi Ext","6201","-------","Zwide","Nelson Mandela Bay","Eastern Cape","EC Capital City:Bhisho","South Africa"
"Bhisho","5605","5605","Chris Hani","http://postalcodez.co.za/postalcodes/ec/chris-hani","Lady Frere","http://postalcodez.co.za/postalcodes/ec/chris-hani/lady-frere","Valelo's Rest","http://valelo-s-rest.postalcodez.co.za/postalcode/ec/chris-hani/lady-frere/valelo-s-rest","Location: Valelo's Rest","-------","5419","Lady Frere","Chris Hani","Eastern Cape","EC Capital City:Bhisho","South Africa"
"Bhisho","5605","5605","Cacadu","http://postalcodez.co.za/postalcodes/ec/cacadu","Port Alfred","http://postalcodez.co.za/postalcodes/ec/cacadu/port-alfred","Port Alfred","http://port-alfred.postalcodez.co.za/postalcode/ec/cacadu/port-alfred/port-alfred","Location: Port Alfred","6170","6170","Port Alfred","Cacadu","Eastern Cape","EC Capital City:Bhisho","South Africa"
"Bhisho","5605","5605","Amatole","http://postalcodez.co.za/postalcodes/ec/amatole","Queenstown","http://postalcodez.co.za/postalcodes/ec/amatole/queenstown","New Rest","http://new-rest.postalcodez.co.za/postalcode/ec/amatole/queenstown/new-rest","Location: New Rest","5319","-------","Queenstown","Amatole","Eastern Cape","EC Capital City:Bhisho","South Africa"
